ID,Title,Author,Year,Format,File
1,Implementasi Blockchain untuk Keamanan Data Akademik dalam Sistem Informasi Perguruan Tinggi,Abdullah, S. (2025),PDF,ebook/Penerapan Blockchain untuk Keamanan Dokumen Digital.pdf
